id,token,pair,ath,timestamp,isRug,isHoneyPot,sell_tax,buy_tax,lp_pool,fdv,pooled_weth,gas,volume_1,volume_2,volume_3,volume_4,volume_5,volume_6,volume_7,volume_8,volume_9,volume_10,volume_11,volume_12,volume_13,volume_14,volume_15,volume_1_5,volume_1_10,volume_1_15,volume_1_30,volume_1_60,to_peak_5,to_peak_10,to_peak_15
11,0xcd0281f76465a2350bf4a09bb8547dadeb5b8ce8,0x95d1f5362d721da1d0f3225f8f05794b73bf385d,12,1655048582,1,0,0,0,0.09432037,5515,3.17,,262,208,647,0,0,101,76,0,0,0,0,0,0,0,0,1117,1294,1294,1663,0,19,19,19
12,0x447263a095c8def5df60a712287b38f85c258946,0x1174a37aadd04f81574dc8600743ead07a0e763c,147,1655047081,0,0,0,0,4.830006351,5008,3.1,,309,297,392,390,222,230,567,240,209,611,0,638,0,61,0,1610,3467,4166,0,0,39,9,10
13,0xe888ce23aca0b301384f1d3038b8006ba52c8b38,0x949365592e38d796e7dd1a943853129543d9e049,0,1655046000,1,1,0,0,1.87E-16,4288,2.55,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0x12495cbbc9c86e71f08a5ced863ecbc3ed2714b4,0x64e477c3185d5c443096d432b5d66d772d220fb4,11,1655042821,1,1,0,0,2.08E-15,5539,3.1,,144,101,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0x197cbe29a4fd78a0c39bd0463b260c294874e891,0xe204f77aacb47aa3551411149e2aba1eb0feb059,141,1655042701,0,0,0,0,1.964527795,3327,2.08,,519,286,0,43,0,0,14,0,108,754,108,108,0,0,214,848,1724,2154,3289,0,56,59,23
16,0xcf9ed1369c0a2ddd38d129016c90340be502d023,0xf9d13c9b9d309713d7c6d4b5d1ae4cc8176c81c3,375,1655040240,0,0,0,0,85.25984816,3334,2.07,,585,258,518,0,116,279,462,362,0,393,248,233,0,434,0,1477,2973,3888,5420,0,184,51,35
17,0xe22183314845ed65625deb37aa0d84c52aa2b610,0xf8fee690f430968efb5a53b26212e622e74aa51e,50,1655039043,1,1,0,0,2.20E-17,2245,1.53,,43,0,695,0,146,43,0,0,0,0,83,0,0,0,0,884,0,0,0,0,7,50,0
18,0xa0c62f441a4c974d1908bb46d4d3adf9ee9ce36c,0xeb0d2af52c3be89a8bf0c8967f376e184e7c684b,91,1655037842,1,0,0,0,5.14E-05,2272,1.55,,67,209,84,43,73,87,0,330,0,0,0,58,0,154,0,476,893,1105,1374,0,40,32,32
19,0x5d44a676cc249bfe42ec994e593af8c5f15e07a5,0xe43d1a6890107e0743d6928aedfabe684d07d226,224,1655037785,0,0,0,0,53.62521102,89818,30.55,,806,0,483,439,0,1930,747,1245,512,205,0,0,4396,2711,7328,1728,6367,20802,30766,0,215,163,77
20,0xa5dfbabfa05907d098c34a3e2ade73e7273bcbea,0xce997d6702f08fa1173f69acadf2740d30f12144,277,1655036224,0,0,0,0,2.147269133,3275,2.04,,58,102,0,0,0,0,68,75,354,97,73,734,370,180,812,160,754,2923,4820,0,249,149,52
21,0x7b508333ac4847e49271edd24ef4516a422a436d,0x22f2f3fa2eff98334eeddf185f9fece513c4e5a9,137,1655035983,1,1,0,0,4.40E-17,2229,1.52,,22,69,297,62,0,129,35,0,461,0,73,0,146,0,0,450,0,0,0,0,69,49,0
22,0x40e1704996896d3b60bd2f2c3d07d345c2454708,0xf1fb5adfcd13a9a9fd341221fc6628e48ba1dcd2,345,1655029985,0,0,0,0,2.041630424,3041,2.02,,105,868,109,102,86,105,0,117,0,206,14,0,73,0,0,1270,1698,1785,2177,0,123,91,91
23,0x9b2aa3b384a736989bb18d5e88200a2f704449a5,0xb7db3408141f3217a9d717ae8a2ab1362c52fccb,60,1655027824,0,0,0,0,1.005927194,1486,1.01,,29,29,14,0,0,0,0,0,0,0,27,0,0,0,0,72,72,99,99,0,48,48,48
24,0x85b1902ad00ed7d004098f2459f8e6f29a3af518,0x7a695e8c1d94f69411b9655321bd4183f74d8ea9,116,1655025960,1,1,0,0,4.20E-17,2237,1.52,,22,209,83,0,136,0,441,66,0,73,0,0,0,72,0,450,0,0,0,0,53,4,0
25,0xbd46b12cfb017d6eb9bc26c263e2c3d2fa956d84,0x4e14d666692f1bed8ddb58c4733261d2fb4abff9,0,1655021824,0,0,0,0,5.05,7416,5.05,,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0x345584345b711ca4f77a1e321acc1a33915b94ff,0xae1eff9889c510eb0a7b2c242ed21afe76806bb9,61,1655020440,0,0,0,0,1.172026213,1673,1.16,,160,0,82,58,0,0,0,0,0,0,0,0,0,0,256,300,300,556,643,0,28,28,9
27,0xa5d77e7ea6e5ac84a93991fdab9fa0642ffde6a8,0xf0272e47cfa54a58562f67ab5931d70981f0bac3,0,1655018523,1,1,0,0,1.10E-17,14717,10.1,,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0x9a491d887a47854b2c9e952867f28c5badf78e96,0x4f8691f2d04f2de03e249829d0f7cc5cafa45621,3,1655017085,1,0,0,0,0.053971355,4479,3.06,,87,0,72,0,0,0,0,72,0,0,0,0,0,0,0,159,231,231,0,0,3,0,0
29,0xa1877226c4c88fe6a67c88522ac30b4470961481,0xa5a727429e523bc50c091c91389e2846c0d57a14,838,1655015941,0,0,0,0,15.54266468,8121,5.09,,131,145,0,58,0,0,0,0,0,0,43,145,116,0,0,334,334,638,1856,0,797,797,797
30,0xe86287614bee7cc96494cc16e5a9f55faaa91d5b,0xe4b50b1bdad32177816646d89508dfdece8b481b,5,1655011682,1,1,0,0,9.28E-16,1595,1.11,,15,0,14,15,0,16,0,0,0,0,0,0,18,0,0,44,0,0,0,0,3,2,0
31,0xc69927dadb43f6263aae3a0e7be602e524f283a8,0xd5c54ff2cc03d6ff43ea0da10416b8f424af27e5,0,1655007842,0,0,0,0,1.89E+15,69005,46.1,,146,0,188,0,139,0,0,0,0,0,0,0,0,0,0,473,473,473,546,0,-1,-1,-1
32,0xa17ab3db093ecd70cc41d480f7629ad23fb0d606,0x7c9e8fefe5cdd75c34ca37604760aec68d1081a1,182,1655003820,1,0,0,0,0.111154491,84624,52,,2920,72,43,1240,583,2303,0,58,0,0,0,0,0,58,0,4858,7219,7277,34003,0,160,151,145
33,0x805d788c77898163dddd1841c2e5ba324506af9d,0x492baa1227a3388c292980f63a6cc222115d6f68,186,1654998304,0,0,0,0,1.754825586,1527,1.01,,94,0,0,30,83,83,0,0,115,40,136,0,0,120,75,207,445,776,1032,0,140,75,30
34,0xf74d9d79730f5476b913c0774503e24aed986d59,0x4e0546f91935b508f503b70cadce6e82a85ce173,550,1654993203,0,0,0,0,700011065.4,34607,9.65,,996,0,306,61,1520,2767,47,3074,0,2305,0,0,0,0,0,2883,11076,11076,22962,0,424,136,201
35,0xf246e5871a6971185513bd4b5e69e35e7f2943ed,0xf28bab7c1f1b3e7c7418620898ede87aa024f25b,30,1654903803,1,1,0,0,0.003083332,22721,8.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0xecacd768fe160b79eb88e48b1df797bf4cb341c5,0xd62cdf37fd928d36495e7b4759894b0b3a256de4,7482,1654902483,0,0,0,0,22760983.23,3255,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0x3ac6016f2eef4157d1e47838f7682323aa877c79,0x8a98e486341163d14582b2702fc2265cd666062c,361,1654902364,1,1,0,0,1.00E-18,15704,9.13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0x62bf6546ff1f2e952160914f1093f1d350b5d5ff,0x0b35cfc357dd5c10d89eed748739afb19199d222,0,1654900321,1,1,0,0,4.33E-14,2995,1.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0x6a85755088ab1f9b96111318ee3972a32a6e770f,0x2736dab68c2e394ea1781b1fba5febc82fcf4813,395,1654900263,0,0,0,0,2.141922301,3153,2.51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0x5c621c98cbe8fa96de547cd7c482957ed8c9f2bf,0xc387a22c697794073b3c36880a4b1f68ed4dc225,101,1654900085,1,0,0,0,0.003513847,4682,3.58,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0xa09e989abbfd7efec7340b2566089d0174a94dc6,0x4ac630496b7511a9aadd9f836ac75bf425eb52bf,23,1654900024,1,0,0,0,6.02E-06,9661,6.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0x26bff12f1144508f0b50ab10f372045d7160ae15,0x7b40caee47cc72c7696d791204c1a5bebe0ee9ee,163,1654899303,0,0,0,0,1.31270179,1575,1.07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0xc2745ff266c73936b956a2b789d9661ecd0b8bc0,0xb512dbb391f9ec3801e0445660c903b15cc6822f,607498,1654898821,1,1,0,0,2.54E-13,62691,20.18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0x191a062d2a8acb6cc199f750bc22c094e85c7b70,0xfd7c77bebf1d489897719c552c99c6156600c057,3423,1654898104,0,0,0,0,5.01619879,3078,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0x1d3b48642cf9684b65d4bd9dedbfc66e28fe0de8,0xf0c4aaba6aa60e43d5c39ed74fc9c9ee8bf78672,0,1654897803,1,1,0,0,1.00E-18,8054,5.23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0x4a538432badeeb38ab5e144646dd1463545793b9,0x6355be0bb0373b7dd3016ba57bed377a25e20b12,229,1654897143,0,0,0,0,1.147393149,1593,1.01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0x52b4c709b4fed9b75d34fa43b438bbbfaa9b17ca,0xa9d28c59b3bdf1aa5b2f3fcb11bddb1c9c6c97f7,35,1654896124,1,1,0,0,1.20E-16,1719,1.11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0x6b761a4f3552ff56658b30837002a6349ee161b2,0x63b53e1dc8de32bba3c2d384680810935ab863e6,142,1654895225,1,1,0,0,1.00E-18,1995,1.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0xd666384fc7b14ce4034b25974a42deb628a71542,0xa92e4b6adc4c94e865df5ecc405fe263348b8004,28,1654980241,1,1,0,0,8.24E-15,11210,2.82,,4268,1324,1290,311,0,0,0,0,23,403,0,40,741,0,0,7193,0,0,0,0,148,220,0
50,0x1a1341ecd3e6c12244849a1668ed5d05d7117a51,0xf7d5684102a146076ab7be90ce4004448238fc60,28,1654979942,1,1,0,0,5.87E-14,4032,2.44,,39,15,260,0,125,153,0,0,0,0,0,0,0,0,0,439,0,0,0,0,5,0,0
51,0x46f247ca87c2a223660046a6b9dd5d564dfab050,0x4085182e517532c7a0b6fa4bbf96e65e35f9c276,11,1654979645,0,0,0,0,2.069846503,3297,2.04,,53,0,15,0,0,0,55,0,0,0,0,0,0,0,0,68,123,123,156,0,11,9,9
52,0x274d387936298fca334d8ae66e29eb2b8b91f32e,0x6cdec1bd84e7828a472aca93f354232b6bede86c,27,1654978382,1,1,0,0,4.53E-14,3218,2.08,,496,153,153,0,398,0,0,0,198,0,0,0,0,0,0,1200,1398,1398,0,0,4,4,4
53,0x224b093a5fde4f80800e5bace2f8479af91a0867,0x64f7b2d94e0dde134b36f39eea32edf58c8578ea,4,1654977903,1,1,0,0,1.00E-18,1490,0.48,,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0x295803d7a2fb4dc318d0b98eb452360dcd4a8c30,0x19a8bb833b058941ae5d7e7418418bc31c055b1e,3,1654977722,1,0,0,0,0.001202626,1883,1.2,,1,61,0,0,0,0,60,0,0,0,0,1848,0,0,0,62,0,0,0,0,0,0,0
55,0x4d499aa4b41fa69bf547c792581a8fb939c6234c,0x1c9800679e8ab3fdd0ced04a4b55e7123471ec5f,34,1654974965,1,0,0,0,0.000157765,2498,1.6,,155,233,155,9456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0xa473f33020158642b4621e3a6589c4dfa065d26a,0xeb8f539dc616f921365957ef7fb53ce4c0d92c6e,1921,1654974540,0,0,0,0,4.279229606,3152,2.08,,140,0,209,286,881,406,399,240,414,0,474,408,397,420,155,1516,2975,4829,7816,0,1089,458,306
57,0x6ac0f8e0dae5e99e16f69a867dd79b45154ed285,0x52da6ca68e01db0c466bc7eae374c7ce1aeb1ab5,66,1654971845,1,0,0,0,5.02E-06,8090,5.25,,417,460,383,92,30,384,0,399,7,17,12,0,0,0,0,1382,2189,2201,0,0,20,2,2
58,0x88d81f4341ac842ab0637d2e9ecdddfef99e6813,0x1e9864e0aad48b509d4f4e293a9091d5d1b2c636,121,1654965183,1,1,0,0,1.00E-18,130796,74.07,,32814,836,532,6764,2280,3713,1140,50738,8829,11978,14571,7734,2149,1156,2374,43226,119624,147608,198369,0,90,37,12
59,0xda99ea999d0545acc3c2b173a72d0cd0e6267a08,0x82848a244f32f4c025b80cca9a00f0ebf0631363,874,1654964584,1,1,0,0,2.11E-16,4206,2.63,,297,75,121,0,0,0,0,0,0,0,129,0,0,0,0,493,493,622,675,0,743,743,743
60,0x34901b641ac50e2f327232d0d560c0e81ae9b76f,0xd2fd8657f5fe026088bcfc61bb2b4cbfcd422556,12,1654960803,1,1,0,0,5.66E-15,4600,3.03,,90,68,49,45,0,0,51,0,0,0,0,0,0,0,0,252,303,303,0,0,3,3,3
61,0x1b79a68c6dbd8235294d4a0d6126ebbfdc5bba45,0xa43d9ae6ef1eb31eae93b64528ad29d09fa755b4,91,1654960743,1,0,0,0,0.000402311,6230,4.1,,151,0,0,0,836,226,228,365,151,151,75,0,75,0,0,987,2108,2258,0,0,69,8,13
62,0xa21c8991481987796a4112b34aa3fc542ef8c729,0xc1dc4a32bbfc20ec4ad03915b9504a63cab1b4c7,499,1654959540,0,0,0,0,4.617478249,3893,2.13,,293,190,105,112,0,0,56,0,53,0,0,349,173,0,156,700,809,1487,2203,0,309,309,190
63,0x49b24c99c02ac38105bf125978c83a71e2f293f5,0xdbcd04241d528f7e91ae93dc8dd9e9b968698ecd,1175,1654953901,0,0,0,0,2.828935398,5622,2.78,,1217,1127,928,132,110,228,175,0,257,142,644,349,78,55,245,3514,4316,5687,9199,0,542,545,355
64,0x8ee6444a667c664d8157131c9590947c4c9e2b70,0x8fdacc096229282d4dc7e2349aad3790134cf32e,309,1654950901,0,0,0,0,6.199616594,5012,3.1,,150,331,556,1062,156,981,392,469,625,249,1084,507,156,0,0,2255,4971,6718,0,0,97,29,1
65,0x5fe61ca9f0190d3e4e9482edadb3a674e8ea605c,0xae2498d0663219454928ce28f5926bfa30bf3704,36,1654950420,0,0,0,0,2.099955469,3118,2.07,,248,266,377,0,47,23,0,0,0,0,0,0,0,0,0,938,961,961,1259,0,1,1,1
66,0x9520af0ebd2b69f82e516474032ed1a3ab939a03,0x4e3b7751fa50f13c64dcf6b526a417b03e7cce39,381,1654946043,1,0,0,0,1.27E-05,5174,3.2,,316,284,189,158,66,632,379,146,31,28,157,1276,569,706,770,1013,2229,5707,0,0,241,135,15
67,0x6673802cffc01ef9cb60976fc3a2b84837eb3f55,0x0efdce9fb601f55d74a86751b32e02da93c73023,2082,1654944962,0,0,0,0,4.107642011,3576,2.26,,416,911,1752,1113,158,316,2929,3120,978,893,189,474,728,2299,514,4350,12586,16790,34077,0,300,183,161
68,0xcc8021f3a42dfff9ccfd4054c775049d8b5d1b85,0xe9e27f8809e8d8a99101d89e253c943df7d03b33,80,1654943882,1,1,0,0,2.67E-11,2149,1.18,,289,287,0,260,0,0,0,338,158,121,0,259,0,0,79,836,1453,1791,2374,0,35,11,0
69,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xc12af0c4aa39d3061c56cd3cb19f5e62deeaebde,0,1654941721,1,1,0,0,0,685587412,21.99,,37585,28097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0x9d343b062e9939ccf4eee798c3d45448777ff62f,0x2e003c843f456d0692f7f0ddc9dc9e0da351b81d,86,1654934460,0,0,0,0,13.26467406,31472,15.25,,422,0,83,116,106,0,0,166,83,0,0,0,0,0,0,727,976,976,976,0,77,79,79
71,0xd4aca8733819350666474e64ab0acc28802939d4,0xc38e6c15c7410ace942b608768d28b3be35a574f,33,1654932003,0,0,0,0,99999.98341,7478,4.5,,535,0,83,24,0,0,0,49,0,0,0,0,166,0,0,642,691,857,0,0,15,13,15
72,0x13688f05404addfbf13464ba08a77c8a4aacf9a1,0x129a03ad152797e8e897213c0e022351c3b05653,140,1654931281,0,0,0,0,1.954423872,3441,1.97,,601,354,455,174,133,0,281,319,33,115,49,0,0,0,498,1717,2465,3012,4084,0,48,36,17
73,0x73c7360fc6ad84b3de78ab4f5733ef1ccb600cd9,0xb247a4d36aa81694983c95d7dc6c6aa4fa5aa258,5,1654930140,1,1,0,0,1.00E-18,13030,7.8,,499,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0x54d5302d70f7e65cc7284ce71420a88fab5ca037,0x2800940f206de6342ee00eb4c2c00b7bb7498ceb,929,1654929720,1,0,0,0,2.11E-05,15406,3.03,,49,0,18,116,333,682,49,0,48,508,400,316,1163,0,0,516,1803,3682,3931,0,780,500,440
75,0x0b33bb33fad95a3698a0009813a01ec229b77212,0x6b385d90f47e411c465e2301c658702be47bfc16,33,1654928882,1,1,0,0,1.00E-18,3861,2.1,,1172,83,1256,1181,33,16,0,183,0,0,0,0,0,0,0,3725,0,0,0,0,15,0,0
76,0xcb4bec794a954eefb0260fe38048e93493c235b4,0x30fdffe9ad535c36093ae3b2f21aca05b50e5857,69,1654928462,1,1,0,0,1.50E-17,4434,2.6,,400,99,33,200,0,254,0,166,166,0,1,166,0,225,0,732,1318,1710,2642,0,32,32,32
77,0x0618139fde9ed43b3154dc9ae5cfc4306e1280d4,0xc8072b6a277767ed87765d45cd6a9fc9a09c590e,248,1654927922,0,0,0,0,28.37046287,84437,15.15,,583,0,1189,0,0,0,0,0,0,0,0,0,0,0,3667,1772,1772,5439,10212,0,240,240,169
78,0x8d2ac840b280f3dde2e860bc3f490de7c25490c4,0xecdb7b8e2f1cffd62f2b269d6f8608d10eae1a38,136,1654927920,1,1,0,0,1.00E-18,12008,7.11,,183,0,0,333,0,816,0,0,0,0,0,0,500,166,0,516,1332,1998,6262,0,136,136,136
79,0x414bcb0694f4848241ba2d2509df2967fa5b2dea,0xd13d40df0881580846bf53b8af360f4f68335342,0,1654927322,1,0,0,0,0.003507054,5869,3.51,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,5863,0,0,0,0
80,0xd4eb79a193e7e1a7b998202a9407e5ce3ff02b4f,0x13c0c05a91c68beb90169e60072824060ce81a3b,11441,1654922821,0,0,0,0,202.8586363,5390,3.09,,154,71,1108,268,1021,759,1358,1007,1263,572,708,92,1137,869,697,2622,7581,11084,32090,0,5344,2342,1867
81,0xaf4e577ccb4524c47c68b385ddc316d6c7a55d47,0x4745f75fe9340e6cf0a44aa21a7e9f64819c0d78,503,1654922584,1,1,0,0,3.00E-18,13365,7.26,,83,556,199,0,572,99,272,157,880,78,266,402,301,214,313,1410,2896,4392,8499,0,402,312,235
82,0x8af5fedc0f263841c18f31d9dbcc97a47e1ab462,0x9b2c80b4927173febf963d45d879db063673a716,10,1654918500,1,1,0,0,0,1693382,2.16,,220,0,327,0,0,0,0,0,0,0,0,0,0,96,0,547,547,643,1026,0,10,10,2
83,0x06561098b12d2fae5a6a420e07e1fc71c982c9e4,0x39779caf0e7c403af01cd680764059ea98397ed6,349,1654916460,0,0,0,0,6.566842136,5661,3.19,,313,506,166,219,150,868,536,1333,816,827,648,183,250,236,0,1354,5734,7051,0,0,190,36,19
84,0x4dbdff0d8e8da7b30e38885531cfbfda8d4862d8,0x3d9e5211a623121a503ce470b2aeb57d504e2944,12,1654915382,1,1,0,0,1.00E-18,1255,0.66,,16,66,0,0,33,0,0,0,16,0,0,0,0,0,0,115,0,0,0,0,2,0,0
85,0x31f601702b5ec4adf5e1fa3798410be50613730d,0x1dc12e5807a44ed2195b3892369f2c32bf77ff74,20,1654914304,1,1,0,0,7.00E-18,5213,3.11,,183,50,83,116,41,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,2,0,0
86,0x27c17e21b547a492372f104347c7ea2a1844c5cf,0x390217c39122cccb5c71908a9ed3df9c4910d5c2,6,1654914060,1,1,0,0,1.00E-18,27399,16.02,,25,0,300,83,217,50,200,0,0,0,0,547,0,0,0,625,0,0,0,0,2,1,0
87,0x6e99b9895554b9cce70f2736b7461e69543a4945,0x5d92f20844da4d46b8ba70d51209b469804fc1f5,44,1654913822,1,1,0,0,1.00E-18,2848,1.7,,334,167,117,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0x6510fbb900401ee50be9ccca15fb99bd1d3aeb9a,0x45d00150b431a09777a9034493de138474d354c2,854,1654907701,1,0,0,0,0.000201415,56828,8.5,,833,0,1249,1148,1668,1617,0,83,2226,1758,0,0,0,0,0,4898,10582,10582,23512,0,496,270,402
89,0x62bab6338296d6ff5ea801e782fe95d7b127f6d2,0xb4f460d3388adf02a6b638b2b8cd58dc9157d753,419,1654907582,0,0,0,0,5.338802528,9919,5.45,,1142,100,697,429,266,217,443,1548,1373,613,1532,366,368,83,312,2634,6828,9489,12841,0,207,99,40
90,0xcea32a149d90ba5272ff99a94cd7b491619ae80d,0xde6f6d931cb907e893b42697965d29e5f6a679ef,11,1654813864,1,1,0,0,3.85E-16,10138,3.01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0xdd490eeed715d08b35a7efd5efb28ac54ae6c430,0x25cc05f36e212d20532b692c9170fa80bac5e1b3,442,1654813141,0,0,0,0,0.828331238,2629,1.53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0xa1c46bb8e7824875da803eba2c90d50084509bee,0xd55e367e1ca80e81284241589428f575569a9c39,6,1654812845,0,0,0,0,7.146742312,11797,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0xc40088a9a8bd0cb624154c2177d2bb05a5e121c9,0xd91688a472d6f8436c2d823f16ed483d8eba4164,664,1654812484,1,1,0,0,1.52E-11,393223,37.09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0x4007716cc04abe49a220c8f9d3e9093acf949325,0x24545da487051a9c4d70eebbb4615cb2a9da4e32,0,1654810920,1,1,0,0,1.00E-18,5737,3.21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0x9eadb0036005f29b90ed04d4b3b8be52d71ebee7,0x3844aa86bef6ca984c8273457ee61a6e842a661d,699,1654892402,0,0,0,0,1.582777008,1733,1.01,,16,83,51,0,92,0,0,0,0,0,65,33,118,138,0,242,242,596,1763,0,526,598,598
96,0xb68f9e450dd809317032573e2060ab379e1a172d,0xc92d311f6791193a949fb8da3b529529d0415742,382,1654887600,1,0,0,0,5.39E-16,4455,2.65,,330,669,602,944,418,376,0,233,834,0,417,150,0,0,166,2963,4406,5139,14486,0,72,46,0
97,0xcd88570675e9ecd40159545aa8c0ecc7b0aa75b5,0x7b3c9c4f3f938957acf53e137066965d030d76e8,844,1654887121,0,0,0,0,7.57948E+11,1778,1.01,,8,25,146,353,197,121,882,83,478,99,838,342,347,250,561,729,2392,4730,8100,0,364,66,58
98,0x3a3a3b8812b0df660106531348452eb1b27f9805,0xd2919f1e705340402b9bdccca8ebb0fd47cad462,27,1654884664,1,1,0,0,1.00E-18,17004,5.15,,396,643,16,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
